NUMBER,ICAO,NAME,COUNTRY,LAT,LON,ELEV,latitude,longitude
28630,,KEMI I (AUT),FI,6525N,02408E,13.0,65.41666666666667,24.133333333333333
28640,EFKE,KEMI,FI,6547N,02435E,15.0,65.78333333333333,24.583333333333332
28670,EFPU,PUDASJARVI,FI,6522N,02701E,117.0,65.36666666666666,27.016666666666666
28690,EFKS,KUUSAMO,FI,6558N,02911E,263.0,65.96666666666667,29.183333333333334
28740,EFHL,HAILUOTO ISLAND,FI,6502N,02448E,6.0,65.03333333333333,24.8
28744,EFYL,YLIVIESKA,FI,6403N,02444E,77.0,64.05,24.733333333333334
28750,EFOU,OULU/ULEABORG,FI,6456N,02522E,15.0,64.93333333333334,25.366666666666667
28790,EFSU,SUOMUSSALMI,FI,6454N,02901E,224.0,64.9,29.016666666666666
28970,EFKI,KAJAANI,FI,6417N,02741E,136.0,64.28333333333333,27.683333333333334
29010,,MASSKAR,FI,6344N,02235E,13.0,63.733333333333334,22.583333333333332
29030,EFKK,KRUUNUPYY,FI,6343N,02309E,25.0,63.71666666666667,23.15
29050,,NIVALA,FI,6355N,02458E,81.0,63.916666666666664,24.966666666666665
29070,,ULKOKALLA (AUT),FI,6420N,02336E,10.0,64.33333333333333,23.6
29100,,VALASSAARET (LGT-H),FI,6326N,02104E,8.0,63.43333333333333,21.066666666666666
29110,EFVA,VAASA,FI,6303N,02146E,4.0,63.05,21.766666666666666
29130,EFKA,KAUHAVA (FIN-AFB),FI,6306N,02302E,44.0,63.1,23.033333333333335
29150,EFVI,VIITASAARI,FI,6305N,02552E,132.0,63.083333333333336,25.866666666666667
29170,EFKU,KUOPIO (MIL/CIV),FI,6301N,02748E,102.0,63.016666666666666,27.8
29190,,ILOMANTSI,FI,6241N,03057E,165.0,62.68333333333333,30.95
29210,,MOIKIPAA,FI,6253N,02106E,13.0,62.88333333333333,21.1
29240,EFHT,AHTARI,FI,6232N,02413E,161.0,62.53333333333333,24.216666666666665
29244,EFIL,ILMAJOKI,FI,6242N,02250E,92.0,62.7,22.833333333333332
29290,EFJO,JOENSUU,FI,6240N,02938E,117.0,62.666666666666664,29.633333333333333
29350,EFJY,JYVASKYLA (MIL/CIV),FI,6224N,02541E,145.0,62.4,25.683333333333334
29420,,NIINISALO,FI,6151N,02228E,136.0,61.85,22.466666666666665
29440,EFTP,TAMPERE/PIRKKALA,FI,6125N,02335E,112.0,61.416666666666664,23.583333333333332
29450,EFHA,HALLI (FIN-AFB),FI,6151N,02448E,145.0,61.85,24.8
29470,EFMI,MIKKELI,FI,6144N,02718E,138.0,61.733333333333334,27.3
29474,EFVR,VARKAUS,FI,6210N,02752E,87.0,62.166666666666664,27.866666666666667
29480,EFSA,SAVONLINNA (AUT),FI,6157N,02857E,95.0,61.95,28.95
29520,EFPO,PORI (MIL/CIV),FI,6128N,02148E,17.0,61.46666666666667,21.8
29580,EFLP,LAPPEENRANTA,FI,6105N,02809E,106.0,61.083333333333336,28.15
29610,,KUUSKAJASKARI,FI,6108N,02122E,10.0,61.13333333333333,21.366666666666667
29630,,JOKIOINEN,FI,6049N,02330E,103.0,60.81666666666667,23.5
29650,,LAHTI,FI,6058N,02538E,84.0,60.96666666666667,25.633333333333333
29660,EFUT,UTTI (FIN-AFB),FI,6054N,02656E,100.0,60.9,26.933333333333334
29700,EFMA,MARIEHAMN/ALAND ISL,FI,6007N,01954E,6.0,60.11666666666667,19.9
29720,EFTU,TURKU/ABO,FI,6031N,02216E,59.0,60.516666666666666,22.266666666666666
29730,,SUOMUSJARVI,FI,6024N,02346E,86.0,60.4,23.766666666666666
29740,EFHK,HELSINKI/VANTAA,FI,6019N,02458E,56.0,60.31666666666667,24.966666666666665
29750,EFHF,HELSINKI/MALMI    &,FI,6015N,02503E,28.0,60.25,25.05
29760,,RANKKI,FI,6022N,02658E,12.0,60.36666666666667,26.966666666666665
29800,,NYHAMN,FI,5958N,01958E,10.0,59.96666666666667,19.966666666666665
29810,,UTO ISLAND,FI,5947N,02123E,7.0,59.78333333333333,21.383333333333333
29820,,RUSSARO,FI,5946N,02257E,11.0,59.766666666666666,22.95
29840,,BAGASKAR,FI,5956N,02401E,21.0,59.93333333333333,24.016666666666666
29870,,KALLBADAGRUND (AUT),FI,5959N,02536E,19.0,59.983333333333334,25.6
29880,,ISOSAARI,FI,6006N,02504E,5.0,60.1,25.066666666666666
29900,,KUMLINGE ISLAND,FI,6018N,02045E,5.0,60.3,20.75
29930,,MARKET (AUT),FI,6018N,01908E,11.0,60.3,19.133333333333333
30010,,MUCKLE FLUGGA (LH),UK,6051N,00053W,53.0,60.85,-0.8833333333333333
30020,,BALTASOUND (SAWS),UK,6045N,00051W,15.0,60.75,-0.85
30030,EGPB,SUMBURGH (CAPE),UK,5953N,00118W,5.0,59.88333333333333,-1.3
30040,,COLLAFIRTH HILL,UK,6032N,00123W,228.0,60.53333333333333,-1.3833333333333333
30050,,LERWICK/SHETLAND IS,UK,6008N,00111W,84.0,60.13333333333333,-1.1833333333333333
30060,,SELLA NESS (AUT),UK,6027N,00116W,8.0,60.45,-1.2666666666666666
30064,EGPM,SCATSA/SHETLAND ISL,UK,6026N,00118W,22.0,60.43333333333333,-1.3
30065,EGPW,UNST ISLAND,UK,6044N,00049W,285.0,60.733333333333334,-0.8166666666666667
30070,,MUCKLE HOLM (AUT),UK,6035N,00116W,22.0,60.583333333333336,-1.2666666666666666
30080,,FAIR ISLE,UK,5932N,00138W,59.0,59.53333333333333,-1.6333333333333333
30090,,NORTH RONALDSAY ISL,UK,5922N,00225W,11.0,59.36666666666667,-2.4166666666666665
30100,,SULE SKERRY (AUT),UK,5905N,00424W,16.0,59.083333333333336,-4.4
30110,,NORTH RONA ISL AWS,UK,5907N,00549W,98.0,59.11666666666667,-5.816666666666666
30130,,FOULA ISLAND (AUX),UK,6009N,00204W,22.0,60.15,-2.066666666666667
30140,,FOULA ISLAND (AUT),UK,6007N,00204W,13.0,60.11666666666667,-2.066666666666667
30170,EGPA,KIRKWALL AIRPORT,UK,5857N,00254W,21.0,58.95,-2.9
30210,,LOCHBOISDALE,UK,5709N,00719W,6.0,57.15,-7.316666666666666
30220,EGPL,BENBECULA ISLAND,UK,5728N,00722W,6.0,57.46666666666667,-7.366666666666666
30240,,HYSKEIR (LGT-H),UK,5658N,00641W,10.0,56.96666666666667,-6.683333333333334
30250,,BUTT OF LEWIS (LH),UK,5831N,00616W,23.0,58.516666666666666,-6.266666666666667
30260,EGPO,STORNOWAY,UK,5813N,00619W,13.0,58.21666666666667,-6.316666666666666
30270,,WATERSTEIN (AUX),UK,5726N,00646W,92.0,57.43333333333333,-6.766666666666667
30310,,LOCH GLASCARNOCH,UK,5743N,00453W,265.0,57.71666666666667,-4.883333333333333
30340,,AULTBEA (AUT),UK,5752N,00538W,11.0,57.86666666666667,-5.633333333333333
30350,,BARRA ISLAND,UK,5702N,00727W,3.0,57.03333333333333,-7.45
30380,,FORT WILLIAM,UK,5650N,00506W,20.0,56.833333333333336,-5.1
30400,,KILMORY (AUX),UK,5646N,00603W,45.0,56.766666666666666,-6.05
30410,,AONACH MOR.(AMOS),UK,5649N,00458W,1130.0,56.81666666666667,-4.966666666666667
30440,,ALTNAHARRA,UK,5817N,00426W,80.0,58.28333333333333,-4.433333333333334
30470,,TULLOCH BRIDGE(AUT),UK,5652N,00442W,237.0,56.86666666666667,-4.7
30490,,CAPE WRATH (LGT-H),UK,5838N,00500W,112.0,58.63333333333333,-5.0
30540,,STRATHY PT. (LGT-H),UK,5836N,00401W,32.0,58.6,-4.016666666666667
30550,,RACKWICK,UK,5852N,00323W,20.0,58.86666666666667,-3.3833333333333333
30570,,FOYERS,UK,5716N,00429W,21.0,57.266666666666666,-4.483333333333333
30580,,INVERGORDON HARBOUR,UK,5741N,00410W,3.0,57.68333333333333,-4.166666666666667
30590,EGPE,INVERNESS/DALCROSS,UK,5732N,00403W,9.0,57.53333333333333,-4.05
30600,,TUMMEL BRIDGE,UK,5642N,00401W,145.0,56.7,-4.016666666666667
30620,EGQA,TAIN RANGE (SAWS),UK,5749N,00358W,4.0,57.81666666666667,-3.966666666666667
30630,,AVIEMORE,UK,5712N,00350W,220.0,57.2,-3.8333333333333335
30650,,CAIRNGORM MTNS(AUT),UK,5707N,00338W,1245.0,57.11666666666667,-3.6333333333333333
30660,EGQK,KINLOSS RAF,UK,5739N,00334W,7.0,57.65,-3.5666666666666664
30670,,FEALAR LODGE,UK,5654N,00338W,560.0,56.9,-3.6333333333333333
30680,EGQS,LOSSIEMOUTH RAF,UK,5743N,00319W,13.0,57.71666666666667,-3.3166666666666664
30700,,GLENLIVET,UK,5721N,00321W,215.0,57.35,-3.35
30710,,GRANTOWN-ON-SPEY,UK,5720N,00338W,335.0,57.333333333333336,-3.6333333333333333
30740,,SCRABSTER HARBOUR,UK,5837N,00333W,10.0,58.61666666666667,-3.55
30750,EGPC,WICK,UK,5827N,00305W,39.0,58.45,-3.0833333333333335
30760,,TEMP FOR 03075,UK,5827N,00306W,39.0,58.45,-3.1
30770,,LYBSTER,UK,5819N,00317W,85.0,58.31666666666667,-3.283333333333333
30800,,ABOYNE (SAWS),UK,5705N,00250W,140.0,57.083333333333336,-2.8333333333333335
30850,,INCHMARLO,UK,5704N,00232W,80.0,57.06666666666667,-2.533333333333333
30880,,INVERBERVIE (SAWS),UK,5651N,00216W,134.0,56.85,-2.2666666666666666
30910,EGPD,ABERDEEN/DYCE,UK,5712N,00213W,65.0,57.2,-2.216666666666667
30920,,PETERHEAD HARBOUR,UK,5730N,00146W,5.0,57.5,-1.7666666666666666
30940,,ROSEHEARTY,UK,5742N,00207W,4.0,57.7,-2.1166666666666667
31000,EGPU,TIREE ISLAND,UK,5630N,00653W,12.0,56.5,-6.883333333333333
31020,,ORSAY (LGT-H),UK,5540N,00630W,23.0,55.666666666666664,-6.5
31053,EGPI,ISLAY/PORT ELLEN  &,UK,5541N,00615W,18.0,55.68333333333333,-6.25
31110,EGQJ,MACHRIHANISH RAF,UK,5526N,00542W,13.0,55.43333333333333,-5.7
31140,,OBAN,UK,5625N,00528W,4.0,56.416666666666664,-5.466666666666667
31180,,CORSEWALL PT. (LH),UK,5500N,00509W,15.0,55.0,-5.15
31200,,LOCHRANZA,UK,5542N,00518W,8.0,55.7,-5.3
31320,EGOY,WEST FREUGH (AUT),UK,5451N,00457W,12.0,54.85,-4.95
31350,EGPK,PRESTWICK(CIV/NAVY),UK,5530N,00435W,20.0,55.5,-4.583333333333333
31360,,PRESTWICK(ROYAL),UK,5531N,00435W,28.0,55.516666666666666,-4.583333333333333
31370,,WHITHORN,UK,5442N,00425W,40.0,54.7,-4.416666666666667
31380,,GREENOCK (AUX),UK,5558N,00448W,10.0,55.96666666666667,-4.8
31400,EGPF,GLASGOW AIRPORT,UK,5552N,00426W,8.0,55.86666666666667,-4.433333333333334
31440,,STRATHALLAN (AUT),UK,5619N,00344W,35.0,56.31666666666667,-3.7333333333333334
31520,,SALSBURGH,UK,5552N,00352W,275.0,55.86666666666667,-3.8666666666666667
31530,,DUNDRENNAN (AUT),UK,5448N,00400W,114.0,54.8,-4.0
31540,,DUMFRIES/DRUNGANS,UK,5503N,00339W,16.0,55.05,-3.65
31550,,DRUMALBIN,UK,5537N,00345W,237.0,55.61666666666667,-3.75
31573,EGPT,PERTH/SCONE       &,UK,5627N,00322W,121.0,56.45,-3.3666666666666667
31580,,CHARTERHALL (AUT),UK,5542N,00223W,112.0,55.7,-2.3833333333333333
31600,EGPH,EDINBURGH AIRPORT &,UK,5557N,00321W,41.0,55.95,-3.35
31610,,EDDLESTON,UK,5542N,00313W,195.0,55.7,-3.216666666666667
31620,,ESKDALEMUIR,UK,5519N,00312W,242.0,55.31666666666667,-3.2
31634,EGPN,DUNDEE/RIVERSIDE,UK,5627N,00301W,4.0,56.45,-3.0166666666666666
31650,EGOM,SPADEADAM,UK,5503N,00233W,325.0,55.05,-2.55
31700,,SHANWELL,UK,5626N,00252W,5.0,56.43333333333333,-2.8666666666666667
31710,EGQL,LEUCHARS RAF,UK,5623N,00252W,12.0,56.38333333333333,-2.8666666666666667
31740,,FIFE NESS (CAPE),UK,5618N,00235W,6.0,56.3,-2.5833333333333335
31760,,CARTERHOUSE,UK,5522N,00231W,308.0,55.36666666666667,-2.5166666666666666
31850,,ST. ABB'S HEAD (LH),UK,5555N,00208W,75.0,55.916666666666664,-2.1333333333333333
32040,EGNS,ISLE OF MAN/RONALDS,UK,5405N,00438W,17.0,54.083333333333336,-4.633333333333333
32070,,SNAEFELL-ISLE,UK,5416N,00428W,615.0,54.266666666666666,-4.466666666666667
32080,,POINT OF AYRE (LH),UK,5425N,00422W,9.0,54.416666666666664,-4.366666666666666
32090,,DRUMBURGH,UK,5456N,00309W,7.0,54.93333333333333,-3.15
32100,,ST. BEES HEAD (AUT),UK,5431N,00336W,124.0,54.516666666666666,-3.6
32120,,KESWICK (AUT),UK,5437N,00309W,81.0,54.61666666666667,-3.15
32130,,ESKMEALS,UK,5419N,00324W,9.0,54.31666666666667,-3.4
32140,EGNL,WALNEY ISL/BARROW,UK,5407N,00315W,15.0,54.11666666666667,-3.25
32150,,ASPATRIA,UK,5446N,00319W,61.0,54.766666666666666,-3.3166666666666664
32200,,CARLISLE (AUT),UK,5456N,00258W,28.0,54.93333333333333,-2.966666666666667
32220,EGNC,CARLISLE,UK,5456N,00257W,26.0,54.93333333333333,-2.95
32240,,SPADEADAM(SAMOS),UK,5503N,00234W,285.0,55.05,-2.5666666666666664
32250,,SHAP (AUT),UK,5430N,00241W,249.0,54.5,-2.6833333333333336
32260,,WARCOP (AUT),UK,5434N,00225W,227.0,54.56666666666667,-2.4166666666666665
32270,,GREAT DUNSELL (AUT),UK,5441N,00227W,847.0,54.68333333333333,-2.45
32290,,GREAT DUN FELL,UK,5442N,00227W,847.0,54.7,-2.45
32300,,REDESDALE (AUT),UK,5517N,00217W,207.0,55.28333333333333,-2.283333333333333
32350,,BOLT SHOPE PARK,UK,5449N,00205W,434.0,54.81666666666667,-2.0833333333333335
32400,EGQM,BOULMER,UK,5525N,00136W,23.0,55.416666666666664,-1.6
32410,,LONG FRAMLINGTON,UK,5518N,00148W,158.0,55.3,-1.8
32420,,BURNHOPE,UK,5449N,00143W,244.0,54.81666666666667,-1.7166666666666668
32433,EGNT,NEWCASTLE         &,UK,5502N,00142W,81.0,55.03333333333333,-1.7
32450,,NEWCASTLE WX CENTRE,UK,5458N,00137W,50.0,54.96666666666667,-1.6166666666666667
32460,,NEWCASTLE WEA CNTR,UK,5459N,00136W,47.0,54.983333333333334,-1.6
32490,,SUNDERLAND POLYTECH,UK,5454N,00123W,56.0,54.9,-1.3833333333333333
32570,EGXE,LEEMING RAF,UK,5418N,00132W,40.0,54.3,-1.5333333333333332
32610,EGXD,DISHFORTH RAF,UK,5408N,00125W,35.0,54.13333333333333,-1.4166666666666667
32620,,TYNEMOUTH,UK,5501N,00125W,30.0,55.016666666666666,-1.4166666666666667
32635,EGNV,TEES-SIDE,UK,5431N,00125W,37.0,54.516666666666666,-1.4166666666666667
32643,EGXZ,TOPCLIFFE RAF     &,UK,5412N,00123W,28.0,54.2,-1.3833333333333333
32660,EGXU,LINTON-ON-OUSE RAF,UK,5403N,00115W,16.0,54.05,-1.25
32710,,TEESMOUTH (AUX)   &,UK,5438N,00108W,12.0,54.63333333333333,-1.1333333333333333
32810,,FYLINGDALES,UK,5422N,00040W,262.0,54.36666666666667,-0.6666666666666666
32820,,WHITBY,UK,5429N,00036W,60.0,54.483333333333334,-0.6
32920,,BRIDLINGTON MRSC,UK,5406N,00010W,15.0,54.1,-0.16666666666666666
33020,EGOV,VALLEY RAF,UK,5315N,00432W,11.0,53.25,-4.533333333333333
33030,,AMLWCH,UK,5323N,00422W,114.0,53.38333333333333,-4.366666666666666
33050,,CAPEL CURIG (AUT),UK,5306N,00356W,216.0,53.1,-3.9333333333333336
33080,,SNOWDON SUMMIT,UK,5304N,00405W,1070.0,53.06666666666667,-4.083333333333333
33120,,RHYL,UK,5320N,00330W,15.0,53.333333333333336,-3.5
33130,,RHYL (AUT),UK,5315N,00330W,77.0,53.25,-3.5
33140,,MOEL-Y-CRIO,UK,5313N,00313W,263.0,53.21666666666667,-3.216666666666667
33160,,CROSBY,UK,5330N,00304W,8.0,53.5,-3.066666666666667
33180,EGNH,BLACKPOOL AIRPORT,UK,5346N,00302W,10.0,53.766666666666666,-3.033333333333333
33210,EGNR,HAWARDEN (AUT),UK,5310N,00259W,10.0,53.166666666666664,-2.9833333333333334
33220,,AUGHTON,UK,5333N,00255W,56.0,53.55,-2.9166666666666665
33233,EGGP,LIVERPOOL AIRPORT &,UK,5320N,00251W,26.0,53.333333333333336,-2.85
33290,,WINTER HILL,UK,5337N,00231W,440.0,53.61666666666667,-2.5166666666666666
33340,EGCC,MANCHESTER INTL,UK,5321N,00216W,78.0,53.35,-2.2666666666666666
33380,,CELLARHEAD,UK,5302N,00205W,228.0,53.03333333333333,-2.0833333333333335
33390,,SKIPTON,UK,5358N,00202W,158.0,53.96666666666667,-2.033333333333333
33400,,HOLME MOSS (AUT),UK,5332N,00153W,522.0,53.53333333333333,-1.8833333333333333
33420,,HOLME MOSS,UK,5332N,00152W,524.0,53.53333333333333,-1.8666666666666667
33440,,BINGLEY,UK,5349N,00152W,262.0,53.81666666666667,-1.8666666666666667
33450,,EMLEY MOOR,UK,5337N,00140W,259.0,53.61666666666667,-1.6666666666666665
33463,EGNM,LEEDS AND BRADFORD,UK,5352N,00139W,208.0,53.86666666666667,-1.65
33470,,LEEDS WEATHER CTR,UK,5348N,00133W,47.0,53.8,-1.55
33540,,NOTTINGHAM WX CTR,UK,5300N,00115W,117.0,53.0,-1.25
33550,EGXG,CHURCH FENTON RAF,UK,5350N,00112W,9.0,53.833333333333336,-1.2
33600,EGXI,FINNINGLEY RAF,UK,5329N,00100W,17.0,53.483333333333334,-1.0
33723,EGYE,BARKSTON HEATH RAF&,UK,5258N,00034W,112.0,52.96666666666667,-0.5666666666666667
33730,EGXP,SCAMPTON RAF,UK,5318N,00033W,61.0,53.3,-0.55
33735,EGNJ,HUMBERSIDE,UK,5335N,00021W,31.0,53.583333333333336,-0.35
33770,EGXW,WADDINGTON RAF,UK,5310N,00031W,70.0,53.166666666666664,-0.5166666666666667
33790,EGYD,CRANWELL RAF,UK,5302N,00030W,67.0,53.03333333333333,-0.5
33840,EGXV,LECONFIELD (AUT),UK,5352N,00026W,6.0,53.86666666666667,-0.43333333333333335
33850,,DONNANOOK,UK,5329N,00005E,24.0,53.483333333333334,0.08333333333333333
33860,,NORTH COATES (AUT),UK,5330N,00004E,3.0,53.5,0.06666666666666667
33870,,EASINGTON,UK,5340N,00007E,10.0,53.666666666666664,0.11666666666666667
33880,EGXB,BINBROOK RAF,UK,5327N,00012W,108.0,53.45,-0.2
33910,EGXC,CONINGSBY RAF,UK,5305N,00010W,7.0,53.083333333333336,-0.16666666666666666
33920,EGYW,WAINFLEET (AUT),UK,5305N,00016E,5.0,53.083333333333336,0.26666666666666666
33973,EGCG,STRUBBY HELIPORT  &,UK,5319N,00011E,14.0,53.31666666666667,0.18333333333333332
34010,,PORTHDYNLLAEN,UK,5257N,00434W,37.0,52.95,-4.566666666666666
34020,,MYNYDD RHIW,UK,5249N,00438W,253.0,52.81666666666667,-4.633333333333333
34030,,NANTMOR,UK,5300N,00405W,53.0,53.0,-4.083333333333333
34040,,ABERDOVEY,UK,5233N,00404W,22.0,52.55,-4.066666666666666
34050,,ABERDARON (AUT),UK,5247N,00444W,95.0,52.78333333333333,-4.733333333333333
34053,EGOD,LLANBEDR,UK,5249N,00408W,9.0,52.81666666666667,-4.133333333333334
34060,,TRAWSFYNYDD,UK,5256N,00356W,193.0,52.93333333333333,-3.9333333333333336
34080,,CYNWYD,UK,5257N,00325W,228.0,52.95,-3.4166666666666665
34100,,LAKE VYRNWY (AUT),UK,5245N,00328W,360.0,52.75,-3.466666666666667
34110,,ABERHOSAN,UK,5220N,00342W,244.0,52.333333333333336,-3.7
34140,EGOS,SHAWBURY RAF,UK,5248N,00240W,76.0,52.8,-2.6666666666666665
34145,EGWC,COSFORD RAF,UK,5238N,00218W,83.0,52.63333333333333,-2.3
34150,,SHAWBURY (SAWS),UK,5248N,00241W,74.0,52.8,-2.6833333333333336
34183,EGOE,TERNHILL RAF      &,UK,5252N,00232W,83.0,52.86666666666667,-2.533333333333333
34185,EGNX,EAST MIDLANDS,UK,5250N,00120W,94.0,52.833333333333336,-1.3333333333333333
34530,EGXJ,COTTESMORE RAF,UK,5244N,00039W,138.0,52.733333333333334,-0.65
34610,,WITTERING (AUT),UK,5237N,00029W,75.0,52.61666666666667,-0.48333333333333334
34620,EGXT,WITTERING RAF,UK,5237N,00028W,84.0,52.61666666666667,-0.4666666666666667
34690,EGYH,HOLBEACH (AUT)    &,UK,5252N,00009E,3.0,52.86666666666667,0.15
34820,EGYM,MARHAM RAF,UK,5239N,00034E,23.0,52.65,0.5666666666666667
34873,EGUP,SCULTHORPE (AF MET),UK,5251N,00046E,65.0,52.85,0.7666666666666667
34880,,WEYBOURNE (AUT),UK,5257N,00108E,21.0,52.95,1.1333333333333333
34903,EGYR,WATTON RAF RADAR  &,UK,5234N,00051E,59.0,52.56666666666667,0.85
34920,EGSH,NORWICH WEA CNTRE &,UK,5238N,00119E,18.0,52.63333333333333,1.3166666666666667
34950,EGYC,COLTISHALL RAF,UK,5246N,00121E,20.0,52.766666666666666,1.35
34960,,HEMSBY,UK,5241N,00141E,14.0,52.68333333333333,1.6833333333333333
35010,,CAPEL DEWI,UK,5525N,00400W,92.0,55.416666666666664,-4.0
35020,EGUC,ABERPORTH,UK,5208N,00434W,134.0,52.13333333333333,-4.566666666666666
35030,,TRAWSCOED (AUT),UK,5221N,00357W,63.0,52.35,-3.95
35050,,SAINT HARMON,UK,5220N,00329W,279.0,52.333333333333336,-3.4833333333333334
35070,,SENNYBRIDGE (AUT),UK,5204N,00337W,309.0,52.06666666666667,-3.6166666666666667
35110,,NEWCASTLE ON CLUN,UK,5226N,00307W,215.0,52.43333333333333,-3.1166666666666667
35200,,SHOBDON,UK,5215N,00253W,99.0,52.25,-2.8833333333333333
35210,,MADLEY,UK,5202N,00251W,77.0,52.03333333333333,-2.85
35270,,GREAT MALVERN,UK,5207N,00218W,46.0,52.11666666666667,-2.3
35290,,PERSHORE (AUT),UK,5209N,00202W,32.0,52.15,-2.033333333333333
35340,EGBB,BIRMINGHAM AIRPORT,UK,5227N,00144W,99.0,52.45,-1.7333333333333334
35413,EGBE,COVENTRY AIRPORT  &,UK,5222N,00129W,82.0,52.36666666666667,-1.4833333333333334
35440,,CHURCH LAWFORD(AUT),UK,5222N,00120W,107.0,52.36666666666667,-1.3333333333333333
35573,EGTC,CRANFIELD,UK,5204N,00037W,111.0,52.06666666666667,-0.6166666666666667
35600,,BEDFORD (SAWS),UK,5213N,00030W,85.0,52.21666666666667,-0.5
35620,EGWZ,ALCONBURY RAF,UK,5222N,00013W,49.0,52.36666666666667,-0.21666666666666667
35623,,BECAME STN 035620,UK,5222N,00013W,49.0,52.36666666666667,-0.21666666666666667
35660,EGUY,WYTON RAF,UK,5221N,00007W,41.0,52.35,-0.11666666666666667
35713,EGUO,OAKINGTON         &,UK,5216N,00004E,13.0,52.266666666666666,0.06666666666666667
35715,EGSC,CAMBRIDGE,UK,5212N,00011E,15.0,52.2,0.18333333333333332
35770,EGUN,MILDENHALL RAF,UK,5222N,00029E,10.0,52.36666666666667,0.48333333333333334
35773,,BECAME STN 035770,UK,5222N,00029E,10.0,52.36666666666667,0.48333333333333334
35830,EGUL,LAKENHEATH RAF,UK,5225N,00034E,10.0,52.416666666666664,0.5666666666666667
35833,,BECAME STN 035830,UK,5225N,00034E,10.0,52.416666666666664,0.5666666666666667
35860,EGXH,HONINGTON RAF,UK,5220N,00046E,54.0,52.333333333333336,0.7666666666666667
35900,EGUW,WATTISHAM RAF,UK,5207N,00058E,87.0,52.11666666666667,0.9666666666666667
35905,EGXN,NEWTON,UK,5258N,00059W,55.0,52.96666666666667,-0.9833333333333333
35930,,BECCLES (AUX),UK,5226N,00137E,22.0,52.43333333333333,1.6166666666666667
35953,EGVG,WOODBRIDGE RAF    &,UK,5205N,00124E,29.0,52.083333333333336,1.4
35963,EGVJ,BENTWATERS RAF    &,UK,5208N,00126E,26.0,52.13333333333333,1.4333333333333333
35995,EGWE,HENLOW,UK,5201N,00017W,95.0,52.016666666666666,-0.2833333333333333
36040,,MILFORD-HAVEN,UK,5142N,00503W,37.0,51.7,-5.05
36050,EGOP,PEMBRY SANDS,UK,5143N,00422W,6.0,51.71666666666667,-4.366666666666666
36080,,PENDINE (AUT),UK,5145N,00431W,5.0,51.75,-4.516666666666667
36090,,MUMBLES,UK,5134N,00359W,35.0,51.56666666666667,-3.9833333333333334
36095,EGFH,SWANSEA,UK,5136N,00404W,90.0,51.6,-4.066666666666666
36100,,PENCELLI (AUX),UK,5155N,00319W,160.0,51.916666666666664,-3.3166666666666664
36130,,CWMBARGOED,UK,5145N,00320W,372.0,51.75,-3.3333333333333335
36140,,CILFYNYDD,UK,5138N,00318W,194.0,51.63333333333333,-3.3
36170,,STOREY ARMS,UK,5152N,00329W,457.0,51.86666666666667,-3.4833333333333334
36283,EGTG,FILTON (PRIVATE)  &,UK,5131N,00235W,69.0,51.516666666666666,-2.5833333333333335
36333,EGBJ,STAVERTON (PRIVATE),UK,5154N,00210W,29.0,51.9,-2.1666666666666665
36383,EGDK,KEMBLE RAF        &,UK,5140N,00203W,133.0,51.666666666666664,-2.05
36440,EGVA,FAIRFORD RAF,UK,5141N,00147W,87.0,51.68333333333333,-1.7833333333333332
36470,,LITTLE RISSINGTON,UK,5152N,00141W,215.0,51.86666666666667,-1.6833333333333333
36490,EGVN,BRIZE NORTON RAF,UK,5145N,00135W,88.0,51.75,-1.5833333333333335
36533,EGUD,ABINGDON RAF      &,UK,5141N,00119W,80.0,51.68333333333333,-1.3166666666666667
36553,EGUA,UPPER HEYFORD RAF &,UK,5156N,00115W,134.0,51.93333333333333,-1.25
36570,,BENSON (AUT),UK,5137N,00106W,57.0,51.61666666666667,-1.1
36580,EGUB,BENSON RAF,UK,5137N,00105W,63.0,51.61666666666667,-1.0833333333333333
36584,EGUH,HIGH WYCOMBE RAF,UK,5138N,00046W,75.0,51.63333333333333,-0.7666666666666667
36720,EGWU,NORTHOLT RAF,UK,5133N,00025W,40.0,51.55,-0.4166666666666667
36733,EGGW,LUTON AIRPORT     &,UK,5152N,00022W,160.0,51.86666666666667,-0.36666666666666664
36740,,CHENIES(AUTO),UK,5141N,00032W,138.0,51.68333333333333,-0.5333333333333333
36830,EGSS,STANSTED AIRPORT,UK,5153N,00014E,106.0,51.88333333333333,0.23333333333333334
36835,EGTH,HATFEILD (PRIVATE),UK,5146N,00015W,77.0,51.766666666666666,-0.25
36883,EGVT,WETHERSFIELD RAF  &,UK,5158N,00030E,98.0,51.96666666666667,0.5
36913,EGMC,SOUTHEND-ON-SEA   &,UK,5134N,00042E,15.0,51.56666666666667,0.7
36930,,SHOEBURYNESS,UK,5133N,00051E,3.0,51.55,0.85
36940,,SHOEBURYNESS (AUT),UK,5133N,00050E,2.0,51.55,0.8333333333333334
36950,,THAMES TOWER (AUT),UK,5140N,00106E,8.0,51.666666666666664,1.1
36960,,WALTON-ON-NAZE,UK,5151N,00117E,6.0,51.85,1.2833333333333332
37010,,GAWLISH,UK,5101N,00430W,126.0,51.016666666666666,-4.5
37070,EGDC,CHIVENOR RAF,UK,5105N,00409W,8.0,51.083333333333336,-4.15
37100,,LISCOMBE,UK,5105N,00336W,347.0,51.083333333333336,-3.6
