NUMBER,ICAO,NAME,COUNTRY,LAT,LON,ELEV,latitude,longitude
655030,DFFD,OUAGADOUGOU (MIL) &,HV,1221N,00131W,306.0,12.35,-1.5166666666666666
655050,DFOD,DEDOUGOU,HV,1228N,00329E,300.0,12.466666666666667,3.4833333333333334
655070,DFEF,FADA N'GOURMA,HV,1202N,00022E,309.0,12.033333333333333,0.36666666666666664
655100,DFOO,BOBO-DIOULASSO    &,HV,1110N,00419W,460.0,11.166666666666666,-4.316666666666666
655160,DFCO,BOROMO,HV,1145N,00256W,271.0,11.75,-2.9333333333333336
655180,DFCP,PO,HV,1109N,00109W,322.0,11.15,-1.15
655220,DFOG,GAOUA,HV,1020N,00311W,335.0,10.333333333333334,-3.183333333333333
655280,DIOD,ODIENNE,IV,0930N,00734W,421.0,9.5,-7.566666666666666
655360,DIKO,KORHOGO,IV,0925N,00537W,381.0,9.416666666666666,-5.616666666666667
655393,DIFK,FERKESSEDOUGOU    &,IV,0936N,00512W,323.0,9.6,-5.2
655450,DIBU,BONDOUKOU/SOKO,IV,0803N,00247W,370.0,8.05,-2.783333333333333
655480,DIMN,MAN,IV,0723N,00731W,340.0,7.383333333333334,-7.516666666666667
655550,DIBK,BOUAKE (CIV/MIL),IV,0744N,00504W,376.0,7.733333333333333,-5.066666666666666
655570,DIGA,GAGNOA CITY,IV,0608N,00557W,210.0,6.133333333333334,-5.95
655600,DIDL,DALOA,IV,0652N,00628W,277.0,6.866666666666667,-6.466666666666667
655620,DIDK,DIMBOKRO CITY,IV,0639N,00442W,92.0,6.65,-4.7
655630,DIYO,YAMOUSSOUKRO,IV,0654N,00521W,213.0,6.9,-5.35
655780,DIAP,ABIDJAN/PORT BOUET,IV,0515N,00356W,8.0,5.25,-3.9333333333333336
655850,DIAD,ADIAKE,IV,0518N,00318W,39.0,5.3,-3.3
655920,DITB,TABOU,IV,0425N,00722W,21.0,4.416666666666667,-7.366666666666666
655940,DISP,SAN PEDRO,IV,0445N,00639W,30.0,4.75,-6.65
655990,DISS,SASSANDRA/DREWIN,IV,0457N,00605W,66.0,4.95,-6.083333333333333
656020,GLMR,SPRIGGS PAYNE/MONRO,LI,0620N,01045W,12.0,6.333333333333333,-10.75
656600,GLRB,ROBERTS INTL/MONROV,LI,0615N,01021W,18.0,6.25,-10.35
661040,FNCA,CABINDA,AN,0533S,01211E,20.0,-5.55,12.183333333333334
661160,,NOQUI,AN,0552S,01326E,300.0,-5.866666666666667,13.433333333333334
661180,,NBANZA-KONGO(MIL),AN,0616S,01415E,567.0,-6.266666666666667,14.25
661210,FNMQ,MAQUELA DO ZOMBO,AN,0602S,01507E,920.0,-6.033333333333333,15.116666666666667
661300,FNZE,N'ZETO/AMBRIZETE,AN,0714S,01252E,17.0,-7.233333333333333,12.866666666666667
661400,,CARMONA,AN,0735S,01500E,831.0,-7.583333333333333,15.0
661600,FNLU,LUANDA/4 DE FEVEREI,AN,0851S,01314E,70.0,-8.85,13.233333333333333
661720,,N'DALATANDO,AN,0917S,01455E,795.0,-9.283333333333333,14.916666666666666
662150,FNMA,MALANGE,AN,0933S,01622E,1142.0,-9.55,16.366666666666667
662260,FNSA,SAURIMO/HENRIQUE DE,AN,0939S,02024E,1080.0,-9.65,20.4
662400,FNPA,PORTO AMBOIM,AN,1042S,01345E,5.0,-10.7,13.75
662600,,SUMBE,AN,1112S,01351E,10.0,-11.2,13.85
662700,FNWK,WAKU KUNGU/CELA,AN,1125S,01507E,1304.0,-11.416666666666666,15.116666666666667
662850,FNUE,LUENA/LUSO,AN,1147S,01955E,1357.0,-11.783333333333333,19.916666666666668
663050,FNLB,LOBITO,AN,1222S,01332E,3.0,-12.366666666666667,13.533333333333333
663100,FNBG,BENGUELA/MONBACA,AN,1235S,01325E,4.0,-12.583333333333334,13.416666666666666
663180,FNHU,HUAMBO/NOVA LISBOA,AN,1248S,01545E,1701.0,-12.8,15.75
663250,FNKU,BIE/KUITO/SILVA,AN,1223S,01657E,1699.0,-12.383333333333333,16.95
664100,FNME,MENONGUE EAST/SERPA,AN,1439S,01741E,1343.0,-14.65,17.683333333333334
664500,,BAIA DOS TIGRES,AN,1636S,01143E,1.0,-16.6,11.716666666666667
670010,FMCN,MORONI/ICONI ARPT,IC,1142S,04314E,6.0,-11.7,43.233333333333334
670020,FMCH,MORONI/HAHAIA INTL,IC,1132S,04316E,29.0,-11.533333333333333,43.266666666666666
670040,FMCV,ANJOUAN/OUANI,IC,1207S,04426E,12.0,-12.116666666666667,44.43333333333333
670050,FMCZ,DZAOUDZI/PAMANZI,IC,1248S,04517E,7.0,-12.8,45.28333333333333
670090,FMNA,DIEGO-SUAREZ/ANTSIR,MG,1221S,04918E,105.0,-12.35,49.3
670120,FMNN,NOSY BE/FASCENE,MG,1319S,04819E,9.0,-13.316666666666666,48.31666666666667
670170,FMNV,VOHEMAR,MG,1322S,05000E,5.0,-13.366666666666667,50.0
670190,FMNL,ANALALAVA,MG,1438S,04746E,57.0,-14.633333333333333,47.766666666666666
670200,,ANTSOHIHY,MG,1453S,04759E,23.0,-14.883333333333333,47.983333333333334
670220,FMND,ANDAPA            &,MG,1439S,04937E,474.0,-14.65,49.61666666666667
670230,FMNS,SAMBAVA SUD,MG,1417S,05010E,5.0,-14.283333333333333,50.166666666666664
670250,FMNH,ANTALAHA/ANTSIRABAT,MG,1453S,05015E,88.0,-14.883333333333333,50.25
670270,FMNM,MAJUNGA/MAHAJANGA,MG,1540S,04621E,18.0,-15.666666666666666,46.35
670370,FMNQ,BESALAMPY,MG,1645S,04429E,36.0,-16.75,44.483333333333334
670450,,MAEVATANANA,MG,1657S,04650E,79.0,-16.95,46.833333333333336
670720,FMMS,SAINTE-MARIE ARPT,MG,1705S,04949E,3.0,-17.083333333333332,49.81666666666667
670730,FMMO,MAINTIRANO,MG,1803S,04402E,23.0,-18.05,44.03333333333333
670830,FMMI,ANTANANARIVO/IVATO,MG,1848S,04729E,1276.0,-18.8,47.483333333333334
670950,FMMT,TAMATAVE/TOAMASINA,MG,1807S,04924E,6.0,-18.116666666666667,49.4
671070,FMME,ANTSIRABE,MG,1949S,04704E,1532.0,-19.816666666666666,47.06666666666667
671130,FMMH,MAHANORO,MG,1950S,04848E,5.0,-19.833333333333332,48.8
671170,FMMV,MORONDAVA,MG,2017S,04419E,8.0,-20.283333333333335,44.31666666666667
671310,FMSR,MOROMBE,MG,2145S,04322E,4.0,-21.75,43.36666666666667
671370,FMSF,FIANARANTSOA,MG,2127S,04706E,1109.0,-21.45,47.1
671430,FMSM,MANANJARY,MG,2112S,04822E,6.0,-21.2,48.36666666666667
671520,FMSO,RANOHIRA,MG,2233S,04524E,824.0,-22.55,45.4
671570,FMSG,FARAFANGANA,MG,2248S,04750E,6.0,-22.8,47.833333333333336
671610,FMST,TULEAR/TOLIARA,MG,2323S,04344E,8.0,-23.383333333333333,43.733333333333334
671940,,FAUX-CAP,MG,2533S,04532E,22.0,-25.55,45.53333333333333
671970,FMSD,FT. DAUPHIN/TOLAGNA,MG,2502S,04657E,9.0,-25.033333333333335,46.95
672050,FQMP,MOCIMBOA DA PRAIA,MZ,1121S,04022E,29.0,-11.35,40.36666666666667
672150,FQPB,PEMBA,MZ,1258S,04030E,50.0,-12.966666666666667,40.5
672170,FQLC,LICHINGA,MZ,1317S,03515E,1365.0,-13.283333333333333,35.25
672210,FQMR,MARRUPA,MZ,1344S,03733E,838.0,-13.733333333333333,37.55
672230,,MONTEPUEZ,MZ,1308S,03902E,535.0,-13.133333333333333,39.03333333333333
672253,FQFU,FURANCUNGO        &,MZ,1455S,03337E,1262.0,-14.916666666666666,33.61666666666667
672290,FQUG,ULONGUE,MZ,1413S,03421E,1311.0,-14.216666666666667,34.35
672310,FQCB,CUAMBA,MZ,1449S,03632E,607.0,-14.816666666666666,36.53333333333333
672370,FQNP,NAMPULA,MZ,1506S,03917E,441.0,-15.1,39.28333333333333
672410,FQLU,LUMBO,MZ,1502S,04040E,11.0,-15.033333333333333,40.666666666666664
672503,FQSG,SONGO             &,MZ,1536S,03246E,882.0,-15.6,32.766666666666666
672610,FQTE,TETE,MZ,1611S,03335E,150.0,-16.183333333333334,33.583333333333336
672614,FQTT,TETE/CHINGOZI,MZ,1606S,03338E,160.0,-16.1,33.63333333333333
672730,FQAG,ANGOCHE,MZ,1613S,03954E,62.0,-16.216666666666665,39.9
672793,FQMU,MUTARARA          &,MZ,1722S,03502E,89.0,-17.366666666666667,35.03333333333333
672800,,CAIA,MZ,1750S,03520E,45.0,-17.833333333333332,35.333333333333336
672830,FQQL,QUELIMANE,MZ,1753S,03653E,16.0,-17.883333333333333,36.88333333333333
672950,FQCH,CHIMOIO,MZ,1907S,03328E,732.0,-19.116666666666667,33.46666666666667
672970,FQBR,BEIRA,MZ,1948S,03454E,16.0,-19.8,34.9
673150,FQVL,VILANCULOS,MZ,2200S,03519E,21.0,-22.0,35.31666666666667
673230,FQIN,INHAMBANE,MZ,2352S,03523E,15.0,-23.866666666666667,35.38333333333333
673350,FQXA,XAI XAI,MZ,2503S,03338E,5.0,-25.05,33.63333333333333
673410,FQMA,MAPUTO/MAVALANE,MZ,2555S,03234E,44.0,-25.916666666666668,32.56666666666667
673460,,CHANGALANE,MZ,2617S,03211E,104.0,-26.283333333333335,32.18333333333333
674030,FLKB,KAWAMBWA,ZB,0948S,02905E,1324.0,-9.8,29.083333333333332
674130,FLBA,MBALA (MIL/CIV),ZB,0851S,03120E,1673.0,-8.85,31.333333333333332
674210,FWCT,CHITIPA,MW,0942S,03316E,1278.0,-9.7,33.266666666666666
674230,FWKA,KARONGA,MW,0957S,03353E,529.0,-9.95,33.88333333333333
674240,,BOLERO,MW,1058S,03344E,1100.0,-10.966666666666667,33.733333333333334
674410,FLMW,MWINILUNGA,ZB,1145S,02426E,1363.0,-11.75,24.433333333333334
674610,FLMA,MANSA,ZB,1106S,02851E,1259.0,-11.1,28.85
674690,FLYA,SAMFYA,ZB,1121S,02932E,1171.0,-11.35,29.533333333333335
674750,FLKS,KASAMA,ZB,1013S,03108E,1384.0,-10.216666666666667,31.133333333333333
674760,,MISAMFU,ZB,1006S,03115E,1536.0,-10.1,31.25
674770,FLMP,MPIKA,ZB,1154S,03126E,1402.0,-11.9,31.433333333333334
674810,FLIK,ISOKA,ZB,1007S,03238E,1360.0,-10.116666666666667,32.63333333333333
674850,FWMZ,MZIMBA,MW,1153S,03337E,1351.0,-11.883333333333333,33.61666666666667
674890,FWUU,MZUZU,MW,1127S,03401E,1253.0,-11.45,34.016666666666666
674930,,NKHATA BAY,MW,1136S,03418E,500.0,-11.6,34.3
675310,FLZB,ZAMBEZI,ZB,1332S,02307E,1078.0,-13.533333333333333,23.116666666666667
675410,FLPA,KASEMPA,ZB,1332S,02551E,1234.0,-13.533333333333333,25.85
675430,FLPO,KABOMPO,ZB,1336S,02412E,1075.0,-13.6,24.2
675510,FLSW,SOLWEZI,ZB,1210S,02622E,1386.0,-12.166666666666666,26.366666666666667
675610,FLND,NDOLA,ZB,1300S,02839E,1270.0,-13.0,28.65
675630,,KAFIRONDA,ZB,1236S,02807E,1243.0,-12.6,28.116666666666667
675710,FLSE,SERENJE,ZB,1314S,03013E,1384.0,-13.233333333333333,30.216666666666665
675750,,MKUSHI,ZB,1338S,02953E,1237.0,-13.633333333333333,29.883333333333333
675810,FLCP,CHIPATA,ZB,1333S,03235E,1032.0,-13.55,32.583333333333336
675830,FLLD,LUNDAZI,ZB,1217S,03312E,1143.0,-12.283333333333333,33.2
675840,,KASUNGU,MW,1301S,03328E,1015.0,-13.016666666666667,33.46666666666667
675850,,CHITEDZE,MW,1359S,03338E,1149.0,-13.983333333333333,33.63333333333333
675860,FWKI,KAMUZU INTL AIRPORT,MW,1347S,03346E,1229.0,-13.783333333333333,33.766666666666666
675870,FWLL,LILONGWE INTL ARPT,MW,1359S,03347E,1067.0,-13.983333333333333,33.78333333333333
675910,FWKK,NKHOTA KOTA,MW,1255S,03416E,500.0,-12.916666666666666,34.266666666666666
675970,FWSM,SALIMA,MW,1345S,03435E,513.0,-13.75,34.583333333333336
675990,,MFUWE,ZB,1316S,03156E,570.0,-13.266666666666667,31.933333333333334
676330,FLMG,MONGU,ZB,1515S,02309E,1053.0,-15.25,23.15
676410,FLKO,KAOMA,ZB,1448S,02448E,1213.0,-14.8,24.8
676550,,MUMBWA,ZB,1504S,02711E,1218.0,-15.066666666666666,27.183333333333334
676590,,KAFUE POLDER,ZB,1546S,02755E,978.0,-15.766666666666667,27.916666666666668
676620,,KABWE AGRICULTURE,ZB,1424S,02830E,1165.0,-14.4,28.5
676630,FLKW,KABWE/MILLIKEN,ZB,1427S,02828E,1207.0,-14.45,28.466666666666665
676650,FLLS,LUSAKA (MIL/CIV),ZB,1519S,02827E,1154.0,-15.316666666666666,28.45
676660,FLLC,LUSAKA CITY AIRPORT,ZB,1525S,02819E,1280.0,-15.416666666666666,28.316666666666666
676670,,MOUNT MAKULU,ZB,1533S,02815E,1213.0,-15.55,28.25
676730,FLPE,PETAUKE,ZB,1415S,03117E,1036.0,-14.25,31.283333333333335
676870,,CHICHIRI,MW,1547S,03502E,1141.0,-15.783333333333333,35.03333333333333
676890,FWDZ,DEDZA,MW,1419S,03416E,1632.0,-14.316666666666666,34.266666666666666
676900,FWMY,MONKEY BAY,MW,1405S,03455E,474.0,-14.083333333333334,34.916666666666664
676920,,MAKOKA,MW,1531S,03513E,1028.0,-15.516666666666667,35.21666666666667
676930,FWCL,CHILEKA INTL ARPT,MW,1541S,03458E,767.0,-15.683333333333334,34.96666666666667
676950,FWMG,MANGOCHI,MW,1426S,03515E,485.0,-14.433333333333334,35.25
676960,,CHIKWEO           &,MW,1445S,03540E,717.0,-14.75,35.666666666666664
676990,,MIMOSA,MW,1605S,03535E,653.0,-16.083333333333332,35.583333333333336
677310,FLSN,SENANGA,ZB,1606S,02316E,1027.0,-16.1,23.266666666666666
677410,FLSS,SESHEKE,ZB,1728S,02418E,951.0,-17.466666666666665,24.3
677430,FLLI,LIVINGSTONE (MIL),ZB,1749S,02549E,986.0,-17.816666666666666,25.816666666666666
677510,,MAGOYE,ZB,1600S,02736E,1018.0,-16.0,27.6
677530,FLCH,CHOMA,ZB,1650S,02704E,1278.0,-16.833333333333332,27.066666666666666
677550,FVBI,BINGA,ZW,1737S,02720E,617.0,-17.616666666666667,27.333333333333332
677610,FVKB,KARIBA,ZW,1631S,02853E,518.0,-16.516666666666666,28.883333333333333
677650,FVKA,KAROI,ZW,1650S,02937E,1344.0,-16.833333333333332,29.616666666666667
677670,,KANYEMBA,ZW,1538S,03025E,329.0,-15.633333333333333,30.416666666666668
677710,,CHINHOYI,ZW,1722S,03012E,1140.0,-17.366666666666667,30.2
677730,,GURUVE,ZW,1639S,03042E,1180.0,-16.65,30.7
677740,,HARARE/BELVEDERE,ZW,1750S,03101E,1472.0,-17.833333333333332,31.016666666666666
677750,FVHA,HARARE/KUTSAGA(MIL),ZW,1755S,03108E,1503.0,-17.916666666666668,31.133333333333333
677790,,MOUNT DARWIN,ZW,1647S,03135E,966.0,-16.783333333333335,31.583333333333332
677810,FVMT,MUTOKO,ZW,1725S,03213E,1244.0,-17.416666666666668,32.21666666666667
677850,,HERNDERSON,ZW,1735S,03058E,1290.0,-17.583333333333332,30.966666666666665
677890,,MVURWI,ZW,1702S,03051E,1480.0,-17.033333333333335,30.85
677910,,BVUMBWE,MW,1555S,03504E,1146.0,-15.916666666666666,35.06666666666667
677930,,THYOLO,MW,1609S,03513E,820.0,-16.15,35.21666666666667
677960,,NGABU,MW,1630S,03457E,102.0,-16.5,34.95
677970,,MAKANGA,MW,1631S,03509E,58.0,-16.516666666666666,35.15
678430,FVFA,VICTORIA FALLS,ZW,1806S,02551E,1062.0,-18.1,25.85
678530,FVWN,HWANGE NATL. PARK,ZW,1838S,02700E,1077.0,-18.633333333333333,27.0
678610,FVGO,GOKWE,ZW,1813S,02856E,1282.0,-18.216666666666665,28.933333333333334
678650,,KWEKWE,ZW,1856S,02950E,1215.0,-18.933333333333334,29.833333333333332
678670,FVTL,GWERU/THORNHILL,ZW,1927S,02951E,1429.0,-19.45,29.85
678690,,KADOMA,ZW,1819S,02953E,1157.0,-18.316666666666666,29.883333333333333
678710,,CHIVHU,ZW,1902S,03053E,1459.0,-19.033333333333335,30.883333333333333
678750,,BUHERA,ZW,1919S,03126E,1190.0,-19.316666666666666,31.433333333333334
678770,,GRASSLANDS,ZW,1811S,03128E,1632.0,-18.183333333333334,31.466666666666665
678810,FVRU,RUSAPE,ZW,1832S,03208E,1430.0,-18.533333333333335,32.13333333333333
678853,FVGR,MUTARE/GRAND REEF &,ZW,1859S,03227E,1019.0,-18.983333333333334,32.45
678890,,WYANGA,ZW,1817S,03245E,1880.0,-18.283333333333335,32.75
678910,,MHONDORO,ZW,1919S,03036E,1260.0,-19.316666666666666,30.6
678950,,MUKANDI,ZW,1843S,03251E,1270.0,-18.716666666666665,32.85
678970,,CHISENGU,ZW,1953S,03253E,1480.0,-19.883333333333333,32.88333333333333
678990,,WEDZA,ZW,1837S,03134E,1380.0,-18.616666666666667,31.566666666666666
679510,,PLUMTREE,ZW,2029S,02748E,1390.0,-20.483333333333334,27.8
679610,,KEZI,ZW,2055S,02827E,1020.0,-20.916666666666668,28.45
679630,,MATOPOS,ZW,2023S,02830E,1350.0,-20.383333333333333,28.5
679640,,BULAWAYO/GOETZ,ZW,2009S,02837E,1344.0,-20.15,28.616666666666667
679650,FVBU,BULAWAYO/WOODVALE,ZW,2001S,02837E,1326.0,-20.016666666666666,28.616666666666667
679670,,TULI,ZW,2123S,02859E,770.0,-21.383333333333333,28.983333333333334
679690,,WEST NICHOLSON,ZW,2103S,02922E,861.0,-21.05,29.366666666666667
679710,,ZVISHAVANE,ZW,2019S,03004E,980.0,-20.316666666666666,30.066666666666666
679740,,MAKOHOLI,ZW,1950S,03047E,,-19.833333333333332,30.783333333333335
679750,FVMV,MASVINGO,ZW,2004S,03052E,1095.0,-20.066666666666666,30.866666666666667
679770,FVCZ,CHIREDZI/BUFFALO RG,ZW,2101S,03135E,430.0,-21.016666666666666,31.583333333333332
679790,,ZAKA,ZW,2020S,03128E,770.0,-20.333333333333332,31.466666666666665
679830,FVCH,CHIPINGE,ZW,2012S,03237E,1132.0,-20.2,32.61666666666667
679910,FVBB,BEITBRIDGE,ZW,2213S,03000E,457.0,-22.216666666666665,30.0
680015,FAMP,MPACHA (CIV/MIL),NM,1738S,02411E,985.0,-17.633333333333333,24.183333333333334
680060,FAOA,ONDANGWA (MIL/CIV),NM,1756S,01559E,1100.0,-17.933333333333334,15.983333333333333
680100,,OKAUKUEJO,NM,1911S,01555E,1100.0,-19.183333333333334,15.916666666666666
680123,FATM,TSUMEB (PRIVATE)  &,NM,1916S,01744E,1327.0,-19.266666666666666,17.733333333333334
680140,FYGF,GROOTFONTEIN,NM,1936S,01807E,1400.0,-19.6,18.116666666666667
680160,,MOWE,NM,1920S,01243E,0.0,-19.333333333333332,12.716666666666667
680180,FARU,RUNDU (MIL/CIV),NM,1755S,01946E,1100.0,-17.916666666666668,19.766666666666666
680240,FBGZ,GHANZI,BC,2142S,02139E,1100.0,-21.7,21.65
680260,FBSW,SHAKAWE,BC,1822S,02151E,1000.0,-18.366666666666667,21.85
680290,FBKE,KASANE,BC,1749S,02509E,1000.0,-17.816666666666666,25.15
680320,FBMN,MAUN,BC,1959S,02325E,900.0,-19.983333333333334,23.416666666666668
680380,FBSN,SUA-PAN,BC,2028S,02559E,904.0,-20.466666666666665,25.983333333333334
680400,,LETLHAKANE,BC,2125S,02536E,985.0,-21.416666666666668,25.6
680403,FBOR,ORAPA (PRIVATE)   &,BC,2116S,02519E,945.0,-21.266666666666666,25.316666666666666
680540,FBFT,FRANCISTOWN,BC,2113S,02730E,1000.0,-21.216666666666665,27.5
680563,FBSP,SELEBI PHIKWE     &,BC,2203S,02750E,892.0,-22.05,27.833333333333332
681020,,SITRUSDAL,NM,1956S,01623E,1341.0,-19.933333333333334,16.383333333333333
681040,,WALVIS BAY (LGT-H),NM,2253S,01426E,0.0,-22.883333333333333,14.433333333333334
681045,FYRK,ROOIKOP (SAAF/CIV),NM,2259S,01439E,88.0,-22.983333333333334,14.65
681060,,GOBABEB,NM,2334S,01503E,400.0,-23.566666666666666,15.05
681100,FAWW,WINDHOEK/EROS(SAAF),NM,2234S,01706E,1725.0,-22.566666666666666,17.1
681120,FYWH,J. G. STRIJDOM,NM,2229S,01728E,1700.0,-22.483333333333334,17.466666666666665
681160,FAGB,GOBABIS,NM,2228S,01858E,1449.0,-22.466666666666665,18.966666666666665
681480,,MAHALAPYE,BC,2305S,02648E,1006.0,-23.083333333333332,26.8
681560,FAER,ELLISRAS          &,ZA,2341S,02741E,800.0,-23.683333333333334,27.683333333333334
681620,,MARNITZ,ZA,2309S,02813E,948.0,-23.15,28.216666666666665
681740,FAPB,PIETERSBURG (SAAF),ZA,2352S,02927E,1222.0,-23.866666666666667,29.45
681745,FASS,SISHEN,ZA,2739S,02300E,1173.0,-27.65,23.0
681746,FAPI,PIETERSBURG(CIVIL),ZA,2354S,02928E,1327.0,-23.9,29.466666666666665
681760,,MARA,ZA,2309S,02934E,900.0,-23.15,29.566666666666666
681800,,MACUVILLE/MESSINA,ZA,2216S,02954E,500.0,-22.266666666666666,29.9
681814,FALO,LOUIS TRICHARDT,ZA,2303S,02952E,922.0,-23.05,29.866666666666667
681820,,LEVUBU,ZA,2305S,03017E,700.0,-23.083333333333332,30.283333333333335
681840,,LYDENBURG,ZA,2506S,03028E,1425.0,-25.1,30.466666666666665
681844,FAMR,MARIEPSKOP (SAAF),ZA,2433S,03052E,,-24.55,30.866666666666667
681863,FATZ,TZANEEN           &,ZA,2349S,03020E,583.0,-23.816666666666666,30.333333333333332
681900,FAPH,PHALABORWA(PRIVATE),ZA,2356S,03109E,400.0,-23.933333333333334,31.15
681903,FAGV,GRAVELOTTE,ZA,2354S,03041E,,-23.9,30.683333333333334
681920,,THOHOYANDOU,ZA,2258S,03030E,600.0,-22.966666666666665,30.5
682120,,HARDAP,NM,2432S,01756E,1100.0,-24.533333333333335,17.933333333333334
682260,FBTE,TSHANE,BC,2401S,02153E,1100.0,-24.016666666666666,21.883333333333333
682340,FBJW,JWANENG (PRIVATE),BC,2436S,02440E,1200.0,-24.6,24.666666666666668
682400,FBSK,SIR SERETSE KHAMA,BC,2413S,02555E,1005.0,-24.216666666666665,25.916666666666668
682420,FAMM,MMABATHO INTL ARPT&,ZA,2547S,02532E,1277.0,-25.783333333333335,25.533333333333335
682425,FAMK,MAFIKENG,ZA,2553S,02539E,1400.0,-25.883333333333333,25.65
682440,,GABORONE,BC,2440S,02555E,1000.0,-24.666666666666668,25.916666666666668
682500,,PILANSBERG,ZA,2520S,02710E,1000.0,-25.333333333333332,27.166666666666668
682520,,RUSTENBURG,ZA,2543S,02718E,1160.0,-25.716666666666665,27.3
682620,FAPR,PRETORIA (MET),ZA,2544S,02811E,1322.0,-25.733333333333334,28.183333333333334
682630,FAIR,PRETORIA/IRENE,ZA,2555S,02813E,1500.0,-25.916666666666668,28.216666666666665
682634,FANL,NEW LARGO,ZA,2555S,02858E,1700.0,-25.916666666666668,28.966666666666665
682635,FALA,LANSERIA (CIV/MIL),ZA,2556S,02756E,1377.0,-25.933333333333334,27.933333333333334
682640,FAWK,WATERKLOOF (SAAF) &,ZA,2550S,02813E,1500.0,-25.833333333333332,28.216666666666665
682643,FAWB,WONDERBOOM/PRETORIA,ZA,2539S,02813E,1248.0,-25.65,28.216666666666665
682680,,WARMBATHS/TOWOOMBA,ZA,2454S,02820E,1132.0,-24.9,28.333333333333332
682720,,OUDESTAD,ZA,2511S,02920E,1000.0,-25.183333333333334,29.333333333333332
682760,,POTGIETERSRUS,ZA,2411S,02901E,1118.0,-24.183333333333334,29.016666666666666
682880,FANS,NELSPRUIT         &,ZA,2526S,03059E,674.0,-25.433333333333334,30.983333333333334
682900,FAHS,HOEDSPRUIT (SAAF) &,ZA,2422S,03102E,500.0,-24.366666666666667,31.033333333333335
682920,,FLEUR DE LYS      &,ZA,2432S,03102E,620.0,-24.533333333333335,31.033333333333335
682960,,SKUKUZA,ZA,2459S,03136E,0.0,-24.983333333333334,31.6
682964,FAKP,KOMATIPOORT,ZA,2526S,03156E,152.0,-25.433333333333334,31.933333333333334
682965,FABN,BARBERTON,ZA,2544S,03100E,800.0,-25.733333333333334,31.0
683000,,LUDERITZ (LGT-H),NM,2638S,01506E,0.0,-26.633333333333333,15.1
683005,FYLZ,LUDERITZ/DIAZ POINT,NM,2641S,01515E,130.0,-26.683333333333334,15.25
683120,FYKT,KEETMANSHOOP,NP,2632S,01807E,1061.0,-26.533333333333335,18.116666666666667
683219,FASK,SWARTKOP (SAAF),ZA,2549S,02810E,1457.0,-25.816666666666666,28.166666666666668
683220,,TWEE RIVIERE,ZA,2628S,02037E,881.0,-26.466666666666665,20.616666666666667
683224,FAMT,MEYERTON,ZA,2633S,02802E,1500.0,-26.55,28.033333333333335
683280,FBTS,TSABONG,BC,2603S,02227E,1000.0,-26.05,22.45
683300,,VANZYLSRUS,ZA,2653S,02203E,900.0,-26.883333333333333,22.05
683304,FALT,LICHTENBURG,ZA,2611S,02611E,1486.0,-26.183333333333334,26.183333333333334
683320,,KURUMAN,ZA,2728S,02326E,1318.0,-27.466666666666665,23.433333333333334
683380,FAVB,VRYBURG,ZA,2657S,02438E,1200.0,-26.95,24.633333333333333
683420,,OTTOSDAL,ZA,2649S,02601E,1500.0,-26.816666666666666,26.016666666666666
683440,,PLESSISDRAAI,ZA,2759S,02608E,1254.0,-27.983333333333334,26.133333333333333
683460,FAWM,WELKOM,ZA,2800S,02640E,1341.0,-28.0,26.666666666666668
683463,FAGM,JOHANNESBURG/RAND,ZA,2615S,02800E,1668.0,-26.25,28.0
683464,FADR,DUNNOTTAR (SAAF),ZA,2621S,02828E,1620.0,-26.35,28.466666666666665
683465,FAEO,ERMELO,ZA,2630S,02959E,1737.0,-26.5,29.983333333333334
683500,,POTCHEFSTROOM AGRIC,ZA,2644S,02704E,1350.0,-26.733333333333334,27.066666666666666
683510,FAPS,POTCHEFSTROOM(SAAF),ZA,2640S,02706E,1400.0,-26.666666666666668,27.1
683520,FAKS,KROONSTAD,ZA,2740S,02715E,1350.0,-27.666666666666668,27.25
683620,FAFF,FRANKFORT,ZA,2716S,02830E,1500.0,-27.266666666666666,28.5
683679,FAHE,HENDRINA (PRIVATE),ZA,2601S,02936E,1576.0,-26.016666666666666,29.6
683680,FAJS,JAN SMUTS,ZA,2608S,02814E,1700.0,-26.133333333333333,28.233333333333334
683684,FABB,BRAKPAN,ZA,2614S,02818E,1615.0,-26.233333333333334,28.3
683685,FAMG,MARGATE,ZA,3051S,03021E,151.0,-30.85,30.35
683700,,BETHAL,ZA,2627S,02929E,1639.0,-26.45,29.483333333333334
683719,FAHG,HEIDELBERG,ZA,2631S,02822E,1560.0,-26.516666666666666,28.366666666666667
683720,,STANDERTON,ZA,2656S,02914E,1554.0,-26.933333333333334,29.233333333333334
683780,,NEWCASTLE,ZA,2744S,02955E,1235.0,-27.733333333333334,29.916666666666668
683783,FANC,NEWCASTLE,ZA,2747S,02959E,1251.0,-27.783333333333335,29.983333333333334
683784,FAVY,VRYHEID,ZA,2747S,03048E,1158.0,-27.783333333333335,30.8
683800,FACL,CAROLINA,ZA,2604S,03007E,1700.0,-26.066666666666666,30.116666666666667
683880,,PIET RETIEF,ZA,2702S,03048E,1238.0,-27.033333333333335,30.8
683960,FDMS,MANZINI/MATSAPA,SV,2632S,03118E,641.0,-26.533333333333335,31.3
683980,,SODWANA BAY,ZA,2733S,03241E,0.0,-27.55,32.68333333333333
