NUMBER,ICAO,NAME,COUNTRY,LAT,LON,ELEV
225220,,KEM (PORT),RS,6459N,03448E,10
225250,,RAZNAVOLOK (CAPE),RS,6434N,03455E,9
225290,,KOLEZMA,RS,6414N,03553E,6
225410,,UNSKIJ (LGT-H),RS,6450N,03824E,5
225460,,SEVERODVINSK,RS,6434N,03950E,1
225500,ULAA,ARHANGELSK,RS,6432N,04028E,13
225510,,MUD'JUG ISLAND,RS,6451N,04017E,3
225550,,VAS'KOVO,RS,6432N,04030E,11
225590,,HOLMOGORY,RS,6413N,04140E,14
225630,,PINEGA,RS,6442N,04324E,31
225730,,LESUKONSKOJE,RS,6454N,04546E,66
225830,,KOJNAS,RS,6445N,04739E,62
226020,,REBOLY,RS,6349N,03049E,181
226210,,SEGEZA,RS,6344N,03418E,113
226380,,KALGACHIKHA,RS,6320N,03644E,181
226410,,ONEGA,RS,6354N,03807E,8
226480,,TURCASOVO,RS,6307N,03917E,35
226560,,EMECK,RS,6328N,04145E,28
226710,,KARPOGORY,RS,6359N,04427E,60
226760,,SURA,RS,6335N,04538E,66
226860,,VENDINGA,RS,6327N,04755E,81
226950,,KOSLAN,RS,6327N,04854E,159
227210,,MEDVEZEGORSK,RS,6254N,03424E,80
227230,,DANILOVO,RS,6258N,03545E,139
227270,,KONDOPOGA,RS,6210N,03418E,40
227380,,KUGONAVOLOK,RS,6214N,03658E,151
227490,,KONEVO,RS,6208N,03920E,100
227620,,DVINSKIJ BEREZNIK,RS,6252N,04243E,24
227680,,SENKURSK,RS,6206N,04254E,50
227780,,VERHNJAJA TOJMA,RS,6214N,04502E,53
227810,,OKULOVSKAYA,RS,6258N,04635E,95
227980,,JARENSK,RS,6210N,04905E,92
228020,,SORTOVALA,RS,6143N,03043E,18
228050,,VALAAM ISLAND,RS,6123N,03057E,9
228060,,MANTSINSARI ISLAND,RS,6120N,03136E,24
228160,,PRIAZA,RS,6139N,03338E,114
228200,,PETROZAVODSK,RS,6149N,03416E,112
228230,,KLIMENITSY,RS,6151N,03512E,40
228240,,LADVA-VETKA,RS,6121N,03427E,57
228290,,VOZNESENIYE,RS,6101N,03529E,8
228310,,PUDOZ,RS,6148N,03633E,48
228330,,KOLODOZERO,RS,6147N,03745E,120
228350,,MIRONOVA,RS,6127N,03654E,152
228370,,VYTEGRA,RS,6101N,03627E,59
228450,,KARGOPOL',RS,6130N,03856E,121
228540,,NJANDOMA,RS,6140N,04011E,224
228670,,VEL'SK,RS,6105N,04207E,89
228690,,SHANGALY,RS,6107N,04324E,122
228870,ULAK,KOTLAS,RS,6114N,04643E,56
228890,,SHIROKIY PRILUK,RS,6107N,04850E,122
228910,,LESOGORSKIY,RS,6102N,02856E,39
228920,,VYBORG,RS,6043N,02848E,15
228960,,ROSCINO,RS,6013N,02943E,96
228970,,SURSARI/GOGLAND ISL,RS,6004N,02700E,6
229070,,TOKSOVO,RS,6009N,03031E,115
229120,,OLONEC,RS,6059N,03257E,11
229130,,LODEJNOE POLE,RS,6043N,03333E,23
229150,,SVIRICA,RS,6028N,03254E,8
229250,,VINNICY,RS,6038N,03447E,90
229390,,BELOZERSK,RS,6002N,03747E,131
229440,,CHAROZERO,RS,6028N,03839E,158
229540,,VOZEGA,RS,6028N,04012E,178
229740,,NYUKSENITSA,RS,6025N,04415E,137
229810,,VELIKIJ USTJUG,RS,6046N,04618E,98
229960,,OB-JACEVO,RS,6022N,04939E,153
230200,,JUGORSKI STRAIT,RA,6945N,06035E,13
230220,,AMDERMA,RA,6946N,06141E,53
230240,,CAPE BELY,RA,6929N,06020E,6
230290,,UST-KARA,RA,6915N,06459E,4
230320,,MARE-SALE,RA,6943N,06649E,25
230580,,ANTIPAJETA,RA,6909N,07700E,4
230740,,DUDINKA,RA,6924N,08610E,19
230780,,NORILSK,RA,6920N,08806E,62
231030,,HODOVARIHA,RA,6856N,05346E,11
231040,,SENGEJSKI STRAIT,RA,6829N,05115E,5
231090,,NDSOVAJA,RA,6815N,05431E,24
231120,,VARANDEY,RA,6848N,05800E,5
231140,,CAPE SVEDSKIJ,RA,6835N,05638E,4
231210,,KOROTAJIHA,RA,6851N,06111E,10
231460,,CAPE KAMENNYJ,RA,6830N,07335E,5
231740,,POTAPOVO,RA,6842N,08716E,43
231790,,TAJMUR,RA,6812N,09002E,91
232050,,NAR'JAN-MAR,RA,6739N,05301E,7
232070,,KOTKINO,RA,6701N,05112E,18
232140,,LAYATO (LAKE),RA,6734N,05608E,137
232150,,HOREJ-VER,RA,6726N,05802E,71
232190,,HOSEDA-HARD,RA,6705N,05923E,84
232200,,ZELEZNODOROZNY,RA,6750N,06445E,116
232260,,VORKUTA,RA,6729N,06401E,180
232420,,NOVY PORT,RA,6741N,07252E,12
232560,,TAZOVSKOE,RA,6728N,07844E,8
232740,,IGARKA,RA,6728N,08634E,30
233050,,CAPE OKUNEV,RA,6615N,05235E,20
233110,,MISVAN,RA,6657N,05546E,61
233240,,PETRUN,RA,6628N,06045E,58
233300,,SALEHARD,RA,6632N,06632E,16
233310,,RA-IZ,RA,6657N,06528E,890
233320,,SANGOMNOY,RA,6645N,06745E,31
233330,,JAMBUR,RA,6648N,06853E,32
233390,,JANGI-JUGAN,RA,6603N,06841E,40
233410,,JAR-SALE,RA,6650N,07050E,8
233450,,NYDA,RA,6636N,07254E,10
233650,,SIDOROVSK,RA,6636N,08230E,34
233750,,KUREJKA RIVER,RA,6625N,08712E,27
233830,,AGATA,RA,6653N,09328E,280
234050,,UST-CILMA,RA,6527N,05210E,70
234110,,MUNTNIY MATERIK,RA,6557N,05509E,72
234120,,UST-USA,RA,6558N,05655E,77
234160,,KOSJU RIVER,RA,6538N,05909E,89
234180,,PECORA,RA,6507N,05706E,56
234230,,UNSILGORT,RA,6551N,06500E,40
234260,,MUZI,RA,6523N,06443E,18
234310,,PITLJAR,RA,6552N,06555E,16
234430,,PRAVAJA HETTA,RA,6552N,07430E,54
234450,,NADYM,RA,6536N,07242E,12
234630,,JANOV STAN,RA,6558N,08421E,41
234650,,KRASNOSELKUP,RA,6541N,08228E,60
234710,,UST-BAJHA,RA,6552N,08613E,58
234720,,TURUHANSK,RA,6547N,08757E,32
234840,,BOLSOJ POROG,RA,6538N,09001E,65
234990,,TEMBENCI RIVER,RA,6458N,09852E,205
235010,,LEVKINSKAJA,RA,6447N,05104E,167
235030,,IZMA,RA,6502N,05355E,38
235090,,KEDVA RIVER,RA,6414N,05330E,60
235140,,IRAEL,RA,6427N,05508E,157
235160,,IJID-PATOK,RA,6420N,05813E,84
235180,,UST-SUGOR,RA,6416N,05737E,75
235190,,VERHNI SUGOR,RA,6402N,05930E,290
235270,,SARAN-PAUL,RA,6417N,06053E,29
235410,,HEJGIJAHA RIVER,RA,6445N,07058E,63
235520,,TARKO-SALE,RA,6455N,07749E,27
235780,,VERESCAGINO,RA,6415N,08736E,26
235890,,TUGONCANI,RA,6413N,09348E,102
236060,,UHTA,RA,6334N,05343E,149
236080,,MESJU,RA,6314N,05254E,180
236090,,IZVAJIL,RA,6303N,05428E,112
236120,,VUKTYL,RA,6350N,05725E,97
236250,,SOSVA,RA,6339N,06159E,27
236290,,IGRIM,RA,6312N,06429E,28
236310,,BEREZOVO,RA,6356N,06503E,27
236320,,KISLOR WEST,RA,6343N,06642E,61
236350,,KAZYM RIVER,RA,6340N,06714E,27
236560,,HALE-SAVOY,RA,6323N,07820E,66
236620,,KIKI AKKI,RA,6348N,08244E,33
236780,,VERHNE-IMBATSKOE,RA,6309N,08757E,40
236910,,UCAMI,RA,6350N,09639E,105
236990,,VIVI RIVER,RA,6352N,09750E,109
237010,,VESLJANA,RA,6259N,05054E,94
237090,,POMOZDINO,RA,6212N,05412E,154
237110,,TROICKO-PECERSKOE,RA,6242N,05612E,139
237240,,NJAKSIMVOL',RA,6226N,06052E,50
237340,,OKTJABR'SKOE,RA,6227N,06603E,73
237480,,RUSSKINSKAJA,RA,6209N,07336E,68
237740,,KELLOG,RA,6227N,08635E,58
237760,,BAHTA,RA,6220N,08915E,58
237880,,KUZMOVKA,RA,6219N,09208E,60
237890,,POLIGUS,RA,6158N,09440E,140
238030,UUYT,UST-KULOM,RA,6141N,05341E,139
238040,UUYY,SYKTYVKAR,RA,6143N,05050E,119
238070,,VIZINGA,RA,6105N,05010E,134
238120,,JAKSA,RA,6148N,05650E,130
238130,,UST-UNJA,RA,6148N,05755E,174
238150,,TULPAN,RA,6121N,05729E,202
238200,,PIONERSKI,RA,6112N,06257E,63
238230,,HONGOKURT,RA,6158N,06418E,70
238290,,SOVETSKI,RA,6120N,06329E,116
238410,,GORSKOVA,RA,6142N,07040E,46
238470,,SITOMINO,RA,6119N,07116E,33
238480,,NEFTEJUGANSK,RA,6106N,07245E,27
238490,USRR,SURGUT,RA,6115N,07330E,44
238620,,KORLIKI,RA,6132N,08225E,80
238670,,LARJAK,RA,6106N,08016E,55
238840,,BOR,RA,6136N,09000E,63
238910,,BAJKIT,RA,6140N,09622E,261
239040,,KAZIM,RA,6020N,05133E,126
239050,,UST-CERNAJA,RA,6030N,05240E,152
239090,,GAJNY,RA,6017N,05418E,199
239120,,NYROB,RA,6042N,05645E,173
239140,,CERDYN',RA,6024N,05631E,206
239190,,POKROVSK-URAL'SKIY,RA,6008N,05949E,229
239210,,IVDEL',RA,6041N,06026E,101
239230,,SUPRA,RA,6052N,06454E,81
239250,,SANTAL,RA,6024N,06308E,68
239270,,SEVEROURALSK,RA,6009N,06001E,186
239290,,SAIM,RA,6019N,06413E,53
239330,USHH,HANTY-MANSIJSK,RA,6058N,06904E,40
239390,,ALTAY,RA,6020N,06857E,30
239460,,UGUT,RA,6031N,07402E,48
239530,,LOBCINSKIJE,RA,6057N,07847E,56
239550,,ALEKSANDROVSKOE,RA,6026N,07752E,47
239660,,VANZIL'-KYNAK,RA,6021N,08405E,99
239730,,VOROGOVO,RA,6100N,08945E,46
239750,,SYM,RA,6021N,08822E,85
239820,,JEL'MO,RA,6105N,09304E,122
239860,,SEVERO-JENISEJSK,RA,6028N,09301E,521
239870,,JARCEVO,RA,6015N,09014E,58
239920,,UST-KAMO,RA,6044N,09731E,179
240520,,SAHANJA,RA,6945N,12812E,315
241050,,ESSEJ,RA,6828N,10222E,271
241250,,OLENEK,RA,6830N,11226E,220
241430,,DZARDZAN,RA,6844N,12400E,45
241660,,JANSK,RA,6827N,13448E,103
242660,,VERHOJANSK,RA,6733N,13323E,137
243290,,SELAGONCY,RA,6615N,11417E,235
243430,,ZIGANSK,RA,6646N,12324E,93
243820,,UST-MOMA,RA,6627N,14314E,196
244770,,IEMA,RA,6515N,13554E,676
245070,,TURA,RA,6416N,10014E,186
245570,,TAS-TUMUS,RA,6412N,12637E,76
245850,,UST-NERA,RA,6434N,14312E,523
245980,,DARPIR,RA,6410N,14802E,841
246060,,KISLOKAN,RA,6336N,10359E,209
246390,,NJURBA,RA,6317N,11820E,129
246410,,VILJUJSK,RA,6346N,12137E,107
246520,,SANGARY,RA,6358N,12728E,90
246560,,BATAMAJ,RA,6331N,12926E,79
246710,,TOMPO,RA,6357N,13552E,400
246790,,VOSTOCNAJA,RA,6302N,13921E,1292
246880,,OJMJAKON,RA,6316N,14309E,745
247130,,NAKANNO,RA,6254N,10830E,246
247180,,HAMAKAR,RA,6206N,10814E,272
247240,,CHERNISHEVSKI,RA,6232N,11114E,424
247260,,MIRNY,RA,6233N,11353E,347
247380,,SUNTAR,RA,6209N,11739E,124
247680,,CURAPCA,RA,6202N,13236E,179
247710,,TELPY KLJUCH,RA,6247N,13648E,289
248020,,STRELKA-CUNJA,RA,6144N,10248E,357
248070,,MUTORAJ,RA,6120N,10020E,332
248170,,ERBOGACEN,RA,6116N,10801E,291
248430,,TONGULAH,RA,6158N,12451E,205
248560,,POKROVSKAJA,RA,6129N,12909E,112
248710,,OHOTSKY PEREVOZ,RA,6152N,13532E,140
248780,,ALLAH-JUN,RA,6108N,13759E,613
248910,,KULU,RA,6153N,14721E,670
249080,,VANAVARA,RA,6020N,10216E,260
249180,,PREOBRAZENKA,RA,6004N,10758E,292
249230,,LENSK,RA,6043N,11453E,243
249440,,OLEKMINSK,RA,6024N,12025E,226
249510,,ISIT',RA,6049N,12519E,118
249590,UEEE,JAKUTSK,RA,6205N,12945E,103
249620,,AMGA,RA,6054N,13159E,148
249660,,UST-MAJA,RA,6023N,13427E,175
249670,,TEGJULTJE-TERDE,RA,6010N,13012E,171
249820,,UEGA,RA,6043N,14247E,398
249880,,ARKA,RA,6005N,14220E,198
250170,,ANDRYUSKINO,RA,6911N,15427E,46
250420,,AJON ISLAND,RA,6950N,16840E,16
250770,,CAPE KJANGTOKJNMANK,RA,6913N,17922E,7
251210,,KOLJMSKAJA,RA,6844N,15844E,15
251230,,CERSKIJ,RA,6848N,16117E,32
251500,,CAUNSKAJA BAY,RA,6854N,17040E,6
251510,,CAUN,RA,6848N,17040E,6
251730,,CAPE SMIDTA,RA,6855N,17929W,7
252060,,SREDNEKOLYMSK,RA,6727N,15341E,23
252480,,ILIRNEJ,RA,6715N,16758E,356
253250,,UST-OLOJ,RA,6633N,15925E,125
253560,,MUHOMORNOJE,RA,6623N,17321E,74
253720,,AMGUJEMA,RA,6702N,17855W,138
253780,,EGVEKINOT,RA,6621N,17907W,26
253990,,CAPE UELEN,RA,6610N,16950W,7
254000,,ZYRJANKA,RA,6544N,15054E,43
254280,,SCERBAKOVO,RA,6514N,16030E,265
255030,,KORKODON RIVER,RA,6443N,15405E,101
255380,,VERHNEE PENZINO,RA,6408N,16435E,326
255510,,MARKOVO,RA,6441N,17025E,33
255630,UHMA,ANADYR',RA,6447N,17734E,62
255940,UHMD,PROVIDENJA BAY,RA,6426N,17314W,3
256210,,KEDON,RA,6400N,15855E,683
256560,,BEREZOVO,RA,6325N,17243E,200
256770,,BERINGOVSKAJA BAY,RA,6303N,17919E,82
257030,,SEJMCAN,RA,6255N,15225E,207
257440,,KAMENSKOE,RA,6226N,16605E,8
258210,,NAJAHAN,RA,6155N,15859E,23
259020,,ATKA,RA,6045N,15146E,906
259130,UHMM,MAGADAN,RA,5935N,15047E,118
259140,,NAGAJEVA BAY,RA,5929N,15030E,6
259410,,CEMURNAUT,RA,6052N,16338E,14
259540,,KORF,RA,6021N,16600E,3
259560,,APUKA,RA,6027N,16935E,8
260380,ULTT,TALLIN,BY,5921N,02448E,44
260450,,KUNDA (PORT),BY,5930N,02632E,2
260460,,JOHVI/YOKHVI,BY,5922N,02727E,73
260580,,NARVA,RS,5922N,02807E,30
260590,,KINGISEPP,RS,5922N,02836E,19
260600,,LOMONOSOV,RS,5955N,02946E,2
260630,ULLI,LENINGRAD/PULKOVO &,RS,5958N,03018E,4
260640,,BEGUNITSY,RS,5935N,02919E,160
260670,,VOLOSOVO,RS,5926N,02929E,127
260690,,BELOGORKA,RS,5921N,03008E,91
260720,,PETROKREPOST',RS,5956N,03103E,11
260780,,LJUBAN',RS,5921N,03116E,40
260800,,MOTOKHOVO,RS,5932N,03223E,34
260940,,TIHVIN,RS,5939N,03330E,61
260990,,EFIMOVSKAJA,RS,5930N,03442E,173
261150,,RISTNA (CAPE),BY,5855N,02204E,9
261240,,KHELTERMA (PORT),BY,5852N,02303E,4
261280,,VIRTSU,BY,5834N,02331E,2
261350,,TURI,BY,5848N,02526E,61
261410,,VAIKE MAARJA,BY,5908N,02614E,123
261450,,MUSTVEE (STREAM),BY,5851N,02657E,32
261570,,GDOV,RS,5843N,02747E,36
261670,,NIKOLAEVSKOE,RS,5834N,02948E,93
261790,,NOVGOROD,RS,5831N,03115E,24
261840,,MALAYA VISHERA,RS,5851N,03214E,61
262150,,KINGISEPP,BY,5815N,02229E,7
262290,,AINAZI,BY,5752N,02422E,11
262310,,PJARNU,BY,5823N,02430E,14
262330,,VIL'JANDI,BY,5822N,02535E,86
262380,,RUJENA,BY,5755N,02519E,61
262420,,TARTU,BY,5818N,02644E,59
262470,,VALGA,BY,5747N,02602E,62
262490,,VORU,BY,5750N,02703E,82
262580,,PSKOV,RS,5748N,02825E,42
262640,,STRUGI KRASNYE,RS,5814N,02904E,135
262680,,DNO,RS,5749N,02957E,71
262750,,STARAJA RUSSA,RS,5801N,03119E,25
262830,,OKULOVKA,RS,5822N,03319E,172
262850,,KRESTCY,RS,5816N,03232E,54
262890,,VALDAJ,RS,5758N,03314E,219
262910,,BOROVICI,RS,5825N,03354E,92
262980,,BOLOGOE,RS,5754N,03403E,178
263130,,KOLKA,BY,5745N,02236E,5
263140,UMRW,VENTSPILS (HARBOR),BY,5722N,02133E,4
263180,,STENDE,BY,5712N,02223E,82
263240,,MERSRAGS (HARBOR),BY,5721N,02307E,8
263260,,SKULTE,BY,5719N,02425E,10
263350,,PRIEKULI,BY,5719N,02520E,123
263390,,PRIBALTIISKAJA,BY,5708N,02555E,180
263460,,ALUKSNE (LAKE),BY,5725N,02703E,193
263480,,GULBENE,BY,5708N,02644E,143
263590,,PUSKINSKIE GORY,RS,5701N,02854E,110
263780,,HOLM,RS,5709N,03111E,71
263810,,DEMJANSK,RS,5739N,03228E,48
263890,,OSTASKOV,RS,5708N,03307E,217
263930,,VYSNIJ VOLOCEK,RS,5735N,03434E,161
264060,,LIEPAJA,BY,5633N,02101E,8
264160,,SALDUS,BY,5641N,02230E,112
264220,UMRR,RIGA,BY,5658N,02404E,3
264225,EVRA,RIGA AIRPORT,BY,5655N,02358E,10
264250,,ELGAVA,BY,5639N,02344E,6
264460,,REZEKNE,BY,5630N,02719E,156
264620,,SUSHCHEVO,RS,5700N,02955E,108
264770,ULOL,VELIKIE LUKI,RS,5623N,03036E,98
264790,,TOROPETS,RS,5630N,03139E,187
264980,,RZEV,RS,5616N,03419E,196
265090,,KLAJPEDA,BY,5542N,02109E,10
265180,,LAUKUVA,BY,5537N,02214E,166
265240,,SJAULJAJ,BY,5556N,02319E,108
265290,,PANEVEZYS,BY,5545N,02423E,59
265310,,BIRZAJ,BY,5613N,02445E,58
265440,,DAUGAVPILS,BY,5552N,02637E,122
265540,,VERHNEDVINSK,BY,5549N,02757E,133
265780,,VELIZH,RS,5536N,03112E,183
265850,,BELYJ,RS,5551N,03257E,214
265950,,SYCHEVKA,RS,5550N,03417E,200
266000,,SILUTE,BY,5521N,02128E,6
266210,,RASEINIAI,BY,5523N,02307E,111
266290,,KAUNAS,BY,5453N,02353E,75
266330,,UTENA (STREAM),BY,5530N,02536E,121
266450,,LYNTUPY,BY,5503N,02619E,209
266590,,LEPEL',BY,5453N,02842E,174
266660,UMII,VITEBSK,BY,5510N,03008E,176
266950,,VJAZ'MA,RS,5514N,03419E,253
267020,,KALININGRAD,BY,5442N,02037E,27
267130,,KYABARTAI,BY,5438N,02247E,59
267300,EYVI,VILNIUS INTL,BY,5438N,02517E,156
267370,,VARENA,BY,5415N,02433E,111
267630,,ORSA,BY,5431N,03023E,192
267740,,GORKI,BY,5418N,03059E,203
267810,,SMOLENSK,RS,5445N,03204E,241
267840,,POCHINOK,RS,5425N,03227E,210
267950,,SPAS-DEMINSK,RS,5424N,03401E,233
268250,,GRODNO,BY,5341N,02350E,135
268320,,LIDA,BY,5353N,02519E,158
268500,UMMS,MINSK,BY,5352N,02732E,234
268530,,BEREZINO,BY,5350N,02859E,169
268630,,MOGILEV,BY,5354N,03019E,193
268640,,KLICEV,BY,5330N,02920E,158
268820,,ROSLAVL',RS,5358N,03251E,217
268870,,KOSTJUKOVICI,BY,5321N,03204E,164
268940,,ZUKOVKA,RS,5332N,03343E,174
268980,UUBP,BRJANSK,RS,5320N,03414E,217
269230,,VOLKOVYSK,BY,5310N,02427E,152
269380,,IVACEVICI,BY,5243N,02521E,150
269410,,BARANOVICI,BY,5307N,02600E,194
269510,,SLUCK,BY,5302N,02733E,157
269610,,BOBRUJSK,BY,5307N,02915E,165
269660,,ZLOBIN,BY,5254N,03003E,144
269740,,CECERSK,BY,5255N,03054E,142
269760,,KRASNAJA GORA,RS,5300N,03136E,148
269970,,TRUBCEVSK,RS,5235N,03346E,180
270080,,BABAEVO,RS,5924N,03555E,136
270260,,KOROBOVO,RS,5938N,03918E,111
270370,ULWW,VOLOGDA,RS,5914N,03952E,131
270510,ULWT,TOT'MA,RS,5953N,04245E,134
270660,,NIKOL'SK,RS,5932N,04527E,136
270830,,OPARINO,RS,5951N,04817E,183
270970,,MURASI            &,RS,5922N,04857E,216
271080,,OHONY,RS,5834N,03538E,145
271130,,CEREPOVEC,RS,5907N,03756E,131
271430,,SOLIGALIC,RS,5905N,04217E,142
271960,,KIROV,RS,5839N,04937E,147
271990,,KIROV,RS,5836N,04938E,158
272080,,MAKSATIKHA,RS,5748N,03553E,140
272150,,KRASNYY KHOLM,RS,5803N,03707E,137
272170,,BEZECK,RS,5748N,03642E,147
272250,,RYBINSK,RS,5800N,03850E,114
272420,,BUJ,RS,5829N,04132E,97
272430,,GALIC,RS,5823N,04222E,136
272520,,NIKOLO-POLOMA,RS,5821N,04323E,144
272710,,SAR'JA,RS,5822N,04533E,125
272770,,VETLUGA,RS,5751N,04548E,133
272810,,SABALINO,RS,5818N,04707E,156
272830,,KOTEL'NIC,RS,5818N,04821E,122
273160,,KASIN,RS,5721N,03735E,138
273210,,UGLIC,RS,5732N,03820E,126
273290,,ROSTOV,RS,5712N,03925E,102
273310,,JAROSLAVL',RS,5735N,03955E,103
273330,,KOSTROMA,RS,5746N,04057E,139
273460,,KINESMA,RS,5726N,04210E,126
273470,,IVANOVO,RS,5657N,04056E,128
273550,,JUR'EVEC,RS,5720N,04307E,132
273690,,KRASNYE BAKI,RS,5706N,04511E,111
273730,,SAKUN'JA,RS,5740N,04638E,176
273930,,NOLINSK,RS,5733N,04954E,136
274010,,MEDNOYE,RS,5656N,03529E,140
274020,UUEM,KALININ/MIGALOVO,RS,5650N,03554E,137
274120,,SAVELOVO,RS,5652N,03723E,123
274170,,KLIN,RS,5619N,03645E,170
274410,,SUJA,RS,5651N,04124E,94
274590,,NIZNIJ NOVGOROD,RS,5616N,04400E,157
274620,,SEMENOV,RS,5648N,04430E,122
274790,,KOZ'MODEM'JANSK,RS,5621N,04634E,114
274800,,SANCURSK,RS,5657N,04718E,92
274850,,JOSKAR-OLA,RS,5638N,04750E,103
274910,,NOVYJ TOR'JAL     &,RS,5700N,04844E,123
275090,,MOZAJSK,RS,5531N,03600E,182
275110,,NOVO-JERUSALIM,RS,5554N,03649E,166
275155,UUEE,MOSCOW/SHEREMET'YE&,RS,5559N,03730E,190
275185,UUWW,MOSCOW/VNUKOVO    &,RS,5539N,03716E,203
275230,,PAVLOV-POSAD,RS,5546N,03840E,141
275320,,VLADIMIR,RS,5608N,04023E,170
275390,,GUS'-HRUSTAL'NYJ,RS,5537N,04039E,135
275490,,MUROM,RS,5534N,04201E,117
275530,,GOR'KIJ,RS,5613N,04349E,82
275770,,SERGAC,RS,5531N,04530E,93
275810,,CEBOKSARY,RS,5609N,04717E,183
275870,,KANAS,RS,5531N,04729E,197
275950,,KAZAN',RS,5547N,04911E,116
276040,,IZNOSKI,RS,5459N,03519E,213
276060,,MALOJAROSLAVEC,RS,5501N,03629E,197
276120,,MOSCOW,RS,5545N,03738E,156
276180,,SERPUHOV,RS,5455N,03728E,162
276250,,KOLOMNA,RS,5506N,03847E,114
276270,,KASIRA,RS,5450N,03809E,220
276480,,ELAT'MA,RS,5457N,04146E,136
276530,,ARZAMAS,RS,5523N,04343E,160
276650,,LUKOJANOV,RS,5502N,04430E,220
276790,,ALATYR',RS,5451N,04636E,180
276970,,TETJUSI,RS,5456N,04850E,166
277030,,KALUGA,RS,5434N,03622E,201
277070,,SUHINICI,RS,5407N,03520E,239
277190,,TULA,RS,5412N,03739E,204
277290,,MIHAJLOV,RS,5414N,03902E,138
277300,,RJAZAN',RS,5438N,03942E,158
277310,,RJAZAN',RS,5437N,03943E,170
277360,,SILOVO,RS,5419N,04054E,98
277450,,SASOVO,RS,5421N,04158E,115
277520,,TEMNIKOV,RS,5438N,04311E,125
277580,,TORBEEVO,RS,5405N,04315E,198
277600,,SARANSK,RS,5411N,04511E,201
277760,,SURSKOE,RS,5429N,04644E,98
277860,,ULYANOVSK,RS,5417N,04815E,127
278170,,MCENSK,RS,5317N,03635E,161
278210,,UZLOVAJA,RS,5359N,03811E,228
278230,,PAVELEC,RS,5347N,03915E,210
278350,,RJAZSK,RS,5348N,04007E,124
278480,,MORSANSK,RS,5327N,04148E,144
278530,,NAROVCAT,RS,5352N,04342E,144
278570,,ZAMETCINO,RS,5330N,04237E,133
278580,,PACELMA,RS,5320N,04319E,260
279060,,OREL,RS,5300N,03602E,203
279210,,EFREMOV,RS,5309N,03808E,153
279280,,ELEC,RS,5238N,03831E,168
279300,,LIPECK,RS,5237N,03936E,150
279350,,MICURINSK,RS,5253N,04029E,158
279440,,TAMBOV,RS,5243N,04147E,161
279470,,TAMBOV,RS,5244N,04128E,139
279570,,KIRSANOV,RS,5239N,04243E,130
279620,UWPP,PENZA (STREAM),RS,5308N,04501E,174
279730,,KUZNECK,RS,5306N,04636E,270
279830,,SYZRAN',RS,5310N,04828E,104
279950,,BEZENCUKSKAJA,RS,5259N,04926E,45
280090,,KIRS,RA,5920N,05214E,167
280130,,KOSA,RA,5957N,05501E,183
280160,,KOCEVO,RA,5938N,05418E,174
280260,,SOLIKAMSK,RA,5939N,05648E,180
280280,,BEREZNIKI-IN-PERM,RA,5923N,05636E,124
280360,,KYTLYM,RA,5930N,05912E,411
280440,,SEROV,RA,5936N,06032E,132
280490,,GARI,RA,5926N,06220E,131
280640,,LEVSI,RA,5937N,06547E,72
280660,,KONDINSKOJE,RA,5940N,06725E,41
280760,,DEMJANSKOE,RA,5936N,06917E,57
280970,,USANOVY,RA,5928N,07322E,82
281160,,KUDYMKAR,RA,5859N,05439E,187
281310,,KIZEL,RA,5902N,05734E,316
281340,,GUBAKHA,RA,5852N,05747E,304
281350,,SREDNJAJA US'VA,RA,5859N,05855E,457
281380,,BISER,RA,5831N,05851E,464
281440,,VERHOTUR'E,RA,5852N,06047E,126
281580,,TABORY,RA,5831N,06433E,73
281650,,PUMP STATION,RA,5849N,06558E,64
281720,,UVAT,RA,5909N,06855E,41
282020,,FALENKI,RA,5821N,05136E,170
282140,,GLAZOV,RA,5808N,05240E,170
282160,,VERESCAGINO,RA,5805N,05441E,228
282250,,PERM,RA,5757N,05612E,170
282330,,KUSVA,RA,5818N,05945E,268
282340,,LYSVA,RA,5807N,05747E,218
282380,,KYN,RA,5750N,05839E,176
282400,,NIZHNYJ TAGIL,RA,5753N,06004E,258
282440,,VERHNJAJA SALDA,RA,5803N,06034E,200
282480,,ALAPAJEVSK,RA,5752N,06142E,128
282550,,TURINSK,RA,5803N,06341E,71
282640,,TAVDA,RA,5803N,06521E,62
282750,,TOBOLSK,RA,5809N,06811E,44
282780,,VAGAY RIVER,RA,5755N,06902E,100
283020,,UNI,RA,5745N,05130E,178
283070,,URZUM,RA,5707N,05000E,165
283190,,NOZOVKA,RA,5705N,05445E,130
283210,,OHANSK,RA,5743N,05523E,164
283240,,OSA,RA,5717N,05526E,98
283260,,KUNGUR,RA,5725N,05656E,140
283330,,VISIM,RA,5739N,05930E,314
283340,,SAMARY,RA,5721N,05813E,244
283460,,ARTEMOVSKY,RA,5724N,06151E,177
283510,,IRBIT,RA,5741N,06303E,76
283590,,TUGULYM,RA,5704N,06440E,91
283660,,JARKOVO,RA,5726N,06705E,50
283670,,TJUMEN,RA,5709N,06530E,104
283820,,UST-ISIM,RA,5743N,07111E,56
283830,,TEVRIZ,RA,5731N,07224E,66
284090,,MOZGA,RA,5626N,05212E,169
284110,,IZEVSK,RA,5649N,05316E,158
284190,,JANAUL,RA,5616N,05454E,99
284210,,BARDA,RA,5655N,05536E,133
284280,,CERNUSKA,RA,5630N,05608E,142
